Direccion,PropiedadS,Dolares,Pesos,DolaresM2,PesosM2,Ambientes,Cotizacion,Trimestre,Barrio,Comunas
LARREA 1200,"100","390000","27105000","3900","271050","3","70",SEGUNDO,RECOLETA,"2"
Marcelo T. de Alvear al 1300 0,"200","780000","54210000","3900","271050","5","70",SEGUNDO,RETIRO,"1"
Migueletes 600,"50","195000","13552500","3900","271050","2","70",SEGUNDO,PALERMO,"14"
Moldes 900 0,"20","78000","5421000","3900","271050","1","70",SEGUNDO,COLEGIALES,"13"
Nu??ez 2422,"50","195000","13552500","3900","271050","2","70",SEGUNDO,NU?æEZ,"13"
Pacheco de Melo al 2000 0,"60","234000","16263000","3900","271050","3","70",SEGUNDO,RECOLETA,"2"
Sanchez de Bustamante al 1100 0,"50","195000","13552500","3900","271050","2","70",SEGUNDO,RECOLETA,"2"
Silvio Ruggeri Al 2700,"50","195000","13552500","3900","271050","2","70",SEGUNDO,PALERMO,"14"
"VEGA, NICETO, CNEL. 5662","100","390000","27105000","3900","271050","3","70",SEGUNDO,PALERMO,"14"
Viel al 300 0,"62","241800","16805100","3900","271050","2","70",SEGUNDO,CABALLITO,"6"
3 de Febrero 1900 0,"191","745000","51777500","3900","271086","5","70",SEGUNDO,BELGRANO,"13"
Godoy Cruz 2300,"48","188845","13124728","3901","271116","2","70",SEGUNDO,PALERMO,"14"
Av. D. Franklin Roosevelt 5783,"41","159942","11115969","3901","271121","2","70",SEGUNDO,VILLA URQUIZA,"12"
SCALABRINI ORTIZ RAUL 2000,"43","167750","11658625","3901","271131","2","70",SEGUNDO,PALERMO,"14"
Mendoza 5100,"195","760000","52820000","3901","271150","4","70",SEGUNDO,VILLA URQUIZA,"12"
Bauness 1825,"61","238000","16541000","3902","271164","3","70",SEGUNDO,VILLA URQUIZA,"12"
Gorriti 6072,"50","195090","13558755","3902","271175","2","70",SEGUNDO,COLEGIALES,"13"
CAAGUAZU 6100,"51","199000","13830500","3902","271186","2","70",SEGUNDO,LINIERS,"9"
"Santa Fe 5268 Piso 15 G, CABA 0","33","128765","8949168","3902","271187","1","70",SEGUNDO,PALERMO,"14"
Av. D. Franklin Roosevelt 5783,"53","206808","14373156","3902","271192","2","70",SEGUNDO,VILLA URQUIZA,"12"
Monroe 1500 0,"46","179500","12475250","3902","271201","2","70",SEGUNDO,BELGRANO,"13"
Arevalo al 1900 0,"41","160000","11120000","3902","271220","2","70",SEGUNDO,PALERMO,"14"
Senillosa 26 7?? B 0,"82","320000","22240000","3902","271220","4","70",SEGUNDO,CABALLITO,"6"
TERRADA 2115,"41","160000","11120000","3902","271220","2","70",SEGUNDO,VILLA SANTA RITA,"11"
TERRY 200,"82","320000","22240000","3902","271220","3","70",SEGUNDO,CABALLITO,"6"
Neuquen 1860,"68","265000","18417500","3903","271244","3","70",SEGUNDO,FLORES NORTE,"7"
Valle al 151 7?? B (Senillosa - Doblas) 0,"100","390300","27125850","3903","271258","4","70",SEGUNDO,CABALLITO,"6"
SCALABRINI ORTIZ al 2000 0,"31","120999","8409430","3903","271272","1","70",SEGUNDO,PALERMO,"14"
Moldes 900 0,"62","242000","16819000","3903","271274","3","70",SEGUNDO,COLEGIALES,"13"
ALBERDI JUAN BAUTISTA AV. 800,"66","257647","17906466","3904","271310","3","70",SEGUNDO,CABALLITO,"6"
CONGRESO Y AMENABAR 0,"53","206908","14380106","3904","271323","2","70",SEGUNDO,NU?æEZ,"13"
"Cramer al 2500 - 10?? Piso ""B"" 0","73","285000","19807500","3904","271336","3","70",SEGUNDO,BELGRANO,"13"
Guatemala Al 5900 100,"73","285000","19807500","3904","271336","3","70",SEGUNDO,PALERMO,"14"
Rodriguez Pe??a 2000,"73","285000","19807500","3904","271336","3","70",SEGUNDO,RECOLETA,"2"
Avenida cordoba 5467,"21","82000","5699000","3905","271381","1","70",SEGUNDO,PALERMO,"14"
Ibera 2246,"42","164000","11398000","3905","271381","1","70",SEGUNDO,NU?æEZ,"13"
OLLEROS /00 2300,"105","410000","28495000","3905","271381","4","70",SEGUNDO,PALERMO,"14"
Ravignani entre Niceto Vega y Cabrera 0,"42","164000","11398000","3905","271381","1","70",SEGUNDO,PALERMO,"14"
FONROUGE 200,"148","577980","40169610","3905","271416","3","70",SEGUNDO,LINIERS,"9"
Echeverr?¡a al 5100 0,"74","289000","20085500","3905","271426","3","70",SEGUNDO,VILLA URQUIZA,"12"
ARENAL CONCEPCION 2900,"192","750000","52125000","3906","271484","4","70",SEGUNDO,COLEGIALES,"13"
Av. Correintes al 6300 0,"64","250000","17375000","3906","271484","3","70",SEGUNDO,CHACARITA,"15"
GOROSTIAGA 1600 7?? 0,"64","250000","17375000","3906","271484","2","70",SEGUNDO,PALERMO,"14"
Juli?ín ?ülvarez 646,"32","125000","8687500","3906","271484","1","70",SEGUNDO,VILLA CRESPO,"15"
Monta??eses al 2800 0,"32","125000","8687500","3906","271484","1","70",SEGUNDO,NU?æEZ,"13"
PAUNERO 2700,"92","360000","25020000","3906","271484","4","70",SEGUNDO,PALERMO,"14"
Teodoro Garc?¡a al 1700 6??C 0,"32","125000","8687500","3906","271484","2","70",SEGUNDO,PALERMO,"14"
VIRREY DEL PINO 2500,"32","125000","8687500","3906","271484","1","70",SEGUNDO,BELGRANO,"13"
Amenabar al 700 Piso 10  B 0,"42","164093","11404464","3907","271535","2","70",SEGUNDO,COLEGIALES,"13"
Rivera al 3000 0,"43","168000","11676000","3907","271535","2","70",SEGUNDO,BELGRANO,"13"
RAMON FALCON 5700,"156","609510","42360945","3907","271545","4","70",SEGUNDO,VILLA LURO,"10"
Cabrera 3900,"25","97680","6788760","3907","271550","2","70",SEGUNDO,PALERMO,"14"
PACHECO DE MELO JOSE ANDRES 2100,"28","110000","7645000","3908","271581","2","70",SEGUNDO,RECOLETA,"2"
Jun?¡n 1100,"52","203980","14176610","3908","271635","1","70",SEGUNDO,RECOLETA,"2"
Lafinur 3300 esq Av. Del Libertador 0,"34","132900","9236550","3909","271663","1","70",SEGUNDO,PALERMO,"14"
CORRIENTES 5400,"196","766130","53246035","3909","271663","4","70",SEGUNDO,VILLA CRESPO,"15"
SERRANO 600,"38","148539","10323460","3909","271670","1","70",SEGUNDO,VILLA CRESPO,"15"
Av Cnel D?¡az 2100,"22","86000","5977000","3909","271682","2","70",SEGUNDO,PALERMO,"14"
Av.Olazabal al 5400 0,"33","129000","8965500","3909","271682","1","70",SEGUNDO,VILLA URQUIZA,"12"
Blanco Encalada 4600 0,"55","215000","14942500","3909","271682","3","70",SEGUNDO,VILLA URQUIZA,"12"
Conde 2300 0,"121","473000","32873500","3909","271682","3","70",SEGUNDO,BELGRANO,"13"
Correa 1600,"110","430000","29885000","3909","271682","4","70",SEGUNDO,NU?æEZ,"13"
E Corvalan 100,"110","430000","29885000","3909","271682","4","70",SEGUNDO,VILLA LURO,"10"
Federico Lacroze 1732,"66","258000","17931000","3909","271682","3","70",SEGUNDO,PALERMO,"14"
JUNCAL 2200 0,"110","430000","29885000","3909","271682","3","70",SEGUNDO,RECOLETA,"2"
Lugones al 2300. Entre Blanco Encalada y Av Olaza*,"55","215000","14942500","3909","271682","3","70",SEGUNDO,VILLA URQUIZA,"12"
Mario Bravo entre Av. C??rdoba y Tucum?ín 0,"33","129000","8965500","3909","271682","1","70",SEGUNDO,ALMAGRO,"5"
Montevideo 1700,"44","172000","11954000","3909","271682","2","70",SEGUNDO,RECOLETA,"2"
O'HIGGINS 1800,"330","1290000","89655000","3909","271682","6","70",SEGUNDO,BELGRANO,"13"
Teodoro Garcia 2800 0,"33","129000","8965500","3909","271682","1","70",SEGUNDO,COLEGIALES,"13"
Teodoro Garcia 3300 0,"110","430000","29885000","3909","271682","4","70",SEGUNDO,COLEGIALES,"13"
Uriburu 1200,"55","215000","14942500","3909","271682","2","70",SEGUNDO,RECOLETA,"2"
VALENTIN VIRASORO 900,"33","129000","8965500","3909","271682","2","70",SEGUNDO,CABALLITO,"6"
Parera 100,"307","1200000","83400000","3909","271688","5","70",SEGUNDO,RETIRO,"1"
Juez Tedin 3100,"537","2100000","145950000","3910","271727","6","70",SEGUNDO,PALERMO,"14"
SCALABRINI ORTIZ 1701,"62","242406","16847217","3910","271729","3","70",SEGUNDO,PALERMO,"14"
Malabia al 2200 entre Charcas y Paraguay 0,"61","238500","16575750","3910","271734","2","70",SEGUNDO,PALERMO,"14"
Soler 5800,"29","112220","7799290","3910","271752","1","70",SEGUNDO,PALERMO,"14"
Av. Independencia y Bolivar 800,"22","86730","6027735","3910","271764","2","70",SEGUNDO,MONTSERRAT,"1"
SCALABRINI ORTIZ RAUL 2000,"48","187700","13045150","3910","271774","2","70",SEGUNDO,PALERMO,"14"
Av Gral Las Heras 3790,"179","700000","48650000","3911","271788","5","70",SEGUNDO,PALERMO,"14"
Paraguay 3745,"56","219000","15220500","3911","271795","3","70",SEGUNDO,PALERMO,"14"
MONTA?æESES 2300,"36","138679","9638190","3911","271805","1","70",SEGUNDO,BELGRANO,"13"
Arroyo 800,"166","650000","45175000","3911","271811","4","70",SEGUNDO,RETIRO,"1"
Honorio Pueyrredon 400 0,"96","375500","26097250","3912","271846","4","70",SEGUNDO,CABALLITO,"6"
AMENABAR 1200 0,"34","132999","9243430","3912","271866","2","70",SEGUNDO,COLEGIALES,"13"
SUCRE 2300 0,"102","399000","27730500","3912","271868","4","70",SEGUNDO,BELGRANO,"13"
Donato Alvarez al 200 0,"49","191700","13323150","3912","271901","2","70",SEGUNDO,FLORES NORTE,"7"
CORRIENTES 5400,"46","179972","12508054","3912","271914","2","70",SEGUNDO,VILLA CRESPO,"15"
Monta??eses 2600,"160","626000","43507000","3912","271919","3","70",SEGUNDO,BELGRANO,"13"
"ALBERDI  JUAN B., AV. 1800","270","1056400","73419800","3913","271925","5","70",SEGUNDO,FLORES NORTE,"7"
Donado 1600,"71","277812","19307934","3913","271943","3","70",SEGUNDO,VILLA ORTUZAR,"15"
GASC?ôN  al 1700 0,"46","179999","12509930","3913","271955","2","70",SEGUNDO,PALERMO,"14"
SOLER  al 4200 0,"46","179999","12509930","3913","271955","2","70",SEGUNDO,PALERMO,"14"
11 de Septiembre 2721,"46","180000","12510000","3913","271957","2","70",SEGUNDO,BELGRANO,"13"
Av Montes De Oca 500,"115","450000","31275000","3913","271957","4","70",SEGUNDO,BARRACAS ESTE,"4"
Av. Cabildo 100,"92","360000","25020000","3913","271957","3","70",SEGUNDO,PALERMO,"14"
Av. del Libertador al 700 11?? 0,"23","90000","6255000","3913","271957","1","70",SEGUNDO,RECOLETA,"2"
Doblas  al 100 0,"138","540000","37530000","3913","271957","4","70",SEGUNDO,CABALLITO,"6"
DOBLAS al 900 0,"46","180000","12510000","3913","271957","2","70",SEGUNDO,PARQUE CHACABUCO,"7"
JUNIN 800,"23","90000","6255000","3913","271957","2","70",SEGUNDO,RECOLETA,"2"
Junin 1500,"46","180000","12510000","3913","271957","2","70",SEGUNDO,RECOLETA,"2"
La Pampa al 1300 0,"46","180000","12510000","3913","271957","2","70",SEGUNDO,BELGRANO,"13"
Migueletes 1100,"104","407000","28286500","3914","271986","4","70",SEGUNDO,PALERMO,"14"
CORDOBA 4300,"67","262568","18248476","3914","272000","5","70",SEGUNDO,VILLA CRESPO,"15"
Av. Dr. Ricardo Balb?¡n 2400,"46","181800","12635100","3914","272015","2","70",SEGUNDO,BELGRANO,"13"
Teodoro Garcia 2500,"70","274000","19043000","3914","272043","3","70",SEGUNDO,COLEGIALES,"13"
Avenida del libertador 5000 0,"152","595000","41352500","3914","272056","4","70",SEGUNDO,PALERMO,"14"
Cramer 1745,"82","321000","22309500","3915","272067","3","70",SEGUNDO,BELGRANO,"13"
TERRY 200,"82","321000","22309500","3915","272067","3","70",SEGUNDO,CABALLITO,"6"
Virrey del Pino entre Vidal y Cramer 0,"42","164450","11429275","3916","272126","1","70",SEGUNDO,BELGRANO,"13"
Roosevelt 3002 0,"71","278000","19321000","3916","272127","3","70",SEGUNDO,BELGRANO,"13"
Av Santa Fe 3365,"83","325000","22587500","3916","272139","3","70",SEGUNDO,PALERMO,"14"
FORMOSA 100,"83","325000","22587500","3916","272139","3","70",SEGUNDO,CABALLITO,"6"
Republica Dominicana 3332,"83","325000","22587500","3916","272139","4","70",SEGUNDO,PALERMO,"14"
Vallejos al 3300 0,"83","325000","22587500","3916","272139","4","70",SEGUNDO,VILLA DEVOTO NORTE,"11"
Av Pedro Goyena 1700,"60","235000","16332500","3917","272208","3","70",SEGUNDO,FLORES NORTE,"7"
Gorostiaga al 1500 0,"120","470000","32665000","3917","272208","4","70",SEGUNDO,PALERMO,"14"
Monta??eses al 2700 0,"60","235000","16332500","3917","272208","3","70",SEGUNDO,BELGRANO,"13"
Posadas 1100,"120","470000","32665000","3917","272208","3","70",SEGUNDO,RECOLETA,"2"
Santa Mar?¡a de Oro al 2600 0,"60","235000","16332500","3917","272208","2","70",SEGUNDO,PALERMO,"14"
SOLDADO DE LA INDEPENDENCIA 800,"120","470000","32665000","3917","272208","4","70",SEGUNDO,PALERMO,"14"
Suipacha 921,"42","164500","11432750","3917","272208","3","70",SEGUNDO,RETIRO,"1"
Tte. Benjam?¡n Matienzo al 2500 0,"60","235000","16332500","3917","272208","3","70",SEGUNDO,PALERMO,"14"
Virrey J Del Pino 2100,"120","470000","32665000","3917","272208","3","70",SEGUNDO,BELGRANO,"13"
Amenabar al 700 Piso 6 A 0,"65","254600","17694700","3917","272226","3","70",SEGUNDO,COLEGIALES,"13"
Bonpland 2187 2do B 0,"47","184105","12795298","3917","272240","2","70",SEGUNDO,PALERMO,"14"
Suipacha 1200,"97","380000","26410000","3918","272268","4","70",SEGUNDO,RETIRO,"1"
"Santa Fe 5268 Piso 13 B, CABA 0","32","125377","8713702","3918","272303","1","70",SEGUNDO,PALERMO,"14"
"Santa Fe 5268 Piso 4 E, CABA 0","20","78365","5446368","3918","272318","1","70",SEGUNDO,PALERMO,"14"
SCALABRINI ORTIZ RAUL 2000,"52","203750","14160625","3918","272320","2","70",SEGUNDO,PALERMO,"14"
PALESTINA y ESTADO DE ISRAEL 0,"49","192000","13344000","3918","272327","1","70",SEGUNDO,VILLA CRESPO,"15"
Garcia Lorca 200,"55","215517","14978432","3918","272335","2","70",SEGUNDO,CABALLITO,"6"
Crisologo Larralde 2227,"40","156750","10894125","3919","272353","2","70",SEGUNDO,NU?æEZ,"13"
Paraguay al 4000 0,"37","144999","10077430","3919","272363","2","70",SEGUNDO,PALERMO,"14"
AV. TRIUNVIRATO 3600,"37","145000","10077500","3919","272365","2","70",SEGUNDO,VILLA ORTUZAR,"15"
Cabello 3100 0,"37","145000","10077500","3919","272365","1","70",SEGUNDO,PALERMO,"14"
Comodoro Rivadavia 2600 0,"37","145000","10077500","3919","272365","2","70",SEGUNDO,SAAVEDRA,"12"
Jorge Newberry 1700,"37","145000","10077500","3919","272365","2","70",SEGUNDO,PALERMO,"14"
Libertador al 5500 0,"74","290000","20155000","3919","272365","3","70",SEGUNDO,BELGRANO,"13"
Pinto 4000,"37","145000","10077500","3919","272365","2","70",SEGUNDO,SAAVEDRA,"12"
Cordoba Av. 3700,"61","239056","16614392","3919","272367","2","70",SEGUNDO,PALERMO,"14"
SOLER  al 4200 0,"62","242999","16888430","3919","272394","3","70",SEGUNDO,PALERMO,"14"
Amenabar 3200,"50","196000","13622000","3920","272440","2","70",SEGUNDO,BELGRANO,"13"
Av Cramer 3000 0,"75","294000","20433000","3920","272440","3","70",SEGUNDO,NU?æEZ,"13"
Blanco Encalada 3030 203 0,"25","98000","6811000","3920","272440","1","70",SEGUNDO,BELGRANO,"13"
Mendez de Andes 527 0,"95","372400","25881800","3920","272440","4","70",SEGUNDO,CABALLITO,"6"
Rodriguez Pe??a 2000,"50","196000","13622000","3920","272440","2","70",SEGUNDO,RECOLETA,"2"
SOLER  al 4200 0,"63","246999","17166430","3921","272483","3","70",SEGUNDO,PALERMO,"14"
Ciudad De La Paz 2246,"50","196040","13624780","3921","272496","2","70",SEGUNDO,BELGRANO,"13"
"GUTIERREZ, JUAN MARIA 2500","124","486200","33790900","3921","272507","3","70",SEGUNDO,RECOLETA,"2"
ALBERDI JUAN BAUTISTA AV. 800,"34","133314","9265323","3921","272510","2","70",SEGUNDO,CABALLITO,"6"
Fray Justo Sta. Maria de Oro 2800 y Demaria 0,"38","149000","10355500","3921","272513","2","70",SEGUNDO,PALERMO,"14"
Luis Mar?¡a Campos   al 1300 0,"38","149000","10355500","3921","272513","2","70",SEGUNDO,PALERMO,"14"
CORDOBA 4300,"67","263086","18284477","3921","272537","5","70",SEGUNDO,VILLA CRESPO,"15"
Cavia 3000 0,"255","1000000","69500000","3922","272549","5","70",SEGUNDO,PALERMO,"14"
Cabildo y Jaramillo unidad 13 15 0,"64","251017","17445682","3922","272589","3","70",SEGUNDO,SAAVEDRA,"12"
Ugarte Manuel 1700,"92","360887","25081646","3923","272627","4","70",SEGUNDO,BELGRANO,"13"
Av. Libertador al 5700 0,"130","510000","35445000","3923","272654","4","70",SEGUNDO,BELGRANO,"13"
CONESA 1955,"65","255000","17722500","3923","272654","3","70",SEGUNDO,BELGRANO,"13"
Emilio Mitre 200,"65","255000","17722500","3923","272654","3","70",SEGUNDO,CABALLITO,"6"
Esmeralda al 900 0,"26","102000","7089000","3923","272654","2","70",SEGUNDO,RETIRO,"1"
Franklin D Roosevelt 3081 Piso 4 B - Belgrano 0,"65","255000","17722500","3923","272654","3","70",SEGUNDO,BELGRANO,"13"
Pico 1900,"79","310000","21545000","3924","272722","3","70",SEGUNDO,NU?æEZ,"13"
Maure 1600 0,"66","259000","18000500","3924","272735","2","70",SEGUNDO,PALERMO,"14"
ROOSEVELT 1700,"48","189000","13135500","3924","272747","2","70",SEGUNDO,BELGRANO,"13"
SERRANO 600,"37","145212","10092234","3925","272763","1","70",SEGUNDO,VILLA CRESPO,"15"
La Pampa 1800,"93","365000","25367500","3925","272769","3","70",SEGUNDO,BELGRANO,"13"
CALDERON DE LA BARCA P. CNEL 2600,"40","157000","10911500","3925","272788","2","70",SEGUNDO,VILLA DEVOTO SUR,"11"
Gorriti 6072,"28","109900","7638050","3925","272788","1","70",SEGUNDO,COLEGIALES,"13"
Av. Montes de Oca al 900 0,"107","420000","29190000","3925","272804","4","70",SEGUNDO,BARRACAS ESTE,"4"
ALVAREZ THOMAS  al 300 0,"67","263000","18278500","3925","272813","3","70",SEGUNDO,COLEGIALES,"13"
Uriburu 1600,"94","369000","25645500","3926","272824","4","70",SEGUNDO,RECOLETA,"2"
Av Monroe 4200,"38","148000","10286000","3926","272838","2","70",SEGUNDO,VILLA URQUIZA,"12"
Av. del Libertador 6100,"81","318000","22101000","3926","272852","3","70",SEGUNDO,BELGRANO,"13"
Blanco Encalada 3030 603 0,"27","106000","7367000","3926","272852","1","70",SEGUNDO,BELGRANO,"13"
Av. Corrientes 5448 0,"90","353339","24557060","3926","272856","4","70",SEGUNDO,VILLA CRESPO,"15"
Montevideo 900 0,"56","219871","15281034","3926","272876","2","70",SEGUNDO,RECOLETA,"2"
Guemes 2900,"52","204179","14190440","3926","272893","2","70",SEGUNDO,RECOLETA,"2"
Olleros 2200,"177","695000","48302500","3927","272895","4","70",SEGUNDO,PALERMO,"14"
EMILIO LAMARCA 3700,"191","750000","52125000","3927","272906","4","70",SEGUNDO,VILLA DEVOTO NORTE,"11"
AMENABAR 1200 0,"41","160999","11189430","3927","272913","2","70",SEGUNDO,COLEGIALES,"13"
Migueletes 2030,"56","219905","15283398","3927","272918","2","70",SEGUNDO,BELGRANO,"13"
Parera 100,"219","860000","59770000","3927","272922","5","70",SEGUNDO,RETIRO,"1"
Av. Santa Fe 5200 0,"35","137451","9552844","3927","272938","1","70",SEGUNDO,PALERMO,"14"
Azcu?®naga 1295,"79","310300","21565850","3928","272985","3","70",SEGUNDO,RECOLETA,"2"
CABRERA 4100 0,"25","98200","6824900","3928","272996","1","70",SEGUNDO,PALERMO,"14"
Av. Corrientes 3841 0,"46","180694","12558233","3928","273005","2","70",SEGUNDO,ALMAGRO,"5"
Ciudad de la Paz entre Olazabal y Mendoza 0,"59","231777","16108502","3928","273025","2","70",SEGUNDO,BELGRANO,"13"
Aime Paime 1351,"140","550000","38225000","3929","273036","4","70",SEGUNDO,PUERTO MADERO,"1"
ANASAGASTI 2000,"112","440000","30580000","3929","273036","4","70",SEGUNDO,PALERMO,"14"
Av. Las Heras Al 3800 100,"84","330000","22935000","3929","273036","3","70",SEGUNDO,PALERMO,"14"
Bonpland 2000,"42","165000","11467500","3929","273036","2","70",SEGUNDO,PALERMO,"14"
Colpayo 700,"70","275000","19112500","3929","273036","3","70",SEGUNDO,CABALLITO,"6"
COSTA RICA 4900,"42","165000","11467500","3929","273036","1","70",SEGUNDO,PALERMO,"14"
Doblas al 900 0,"42","165000","11467500","3929","273036","1","70",SEGUNDO,CABALLITO,"6"
Echeverria  2900 0,"70","275000","19112500","3929","273036","3","70",SEGUNDO,BELGRANO,"13"
EL SALVADOR 4400,"70","275000","19112500","3929","273036","3","70",SEGUNDO,PALERMO,"14"
FITZ ROY 1400,"42","165000","11467500","3929","273036","1","70",SEGUNDO,PALERMO,"14"
GIRIBONE 2300,"42","165000","11467500","3929","273036","2","70",SEGUNDO,VILLA ORTUZAR,"15"
J Ramirez De Velasco 672,"140","550000","38225000","3929","273036","1","70",SEGUNDO,VILLA CRESPO,"15"
Juana Manso 153 0,"140","550000","38225000","3929","273036","3","70",SEGUNDO,PUERTO MADERO,"1"
NOGOYA 3700,"56","220000","15290000","3929","273036","2","70",SEGUNDO,VILLA DEL PARQUE,"11"
PE?æA 3100,"84","330000","22935000","3929","273036","3","70",SEGUNDO,RECOLETA,"2"
Pte Quintana 500,"98","385000","26757500","3929","273036","3","70",SEGUNDO,RECOLETA,"2"
Salguero al 3000 0,"63","247500","17201250","3929","273036","4","70",SEGUNDO,PALERMO,"14"
Uriarte 2400 0,"28","110000","7645000","3929","273036","1","70",SEGUNDO,PALERMO,"14"
Viamonte 2168,"42","165000","11467500","3929","273036","2","70",SEGUNDO,BALVANERA,"3"
Zapata al 500 500,"56","220000","15290000","3929","273036","2","70",SEGUNDO,COLEGIALES,"13"
Juncal 3100,"226","890000","61855000","3929","273091","5","70",SEGUNDO,PALERMO,"14"
Monta??eses 1862 5 B 0,"44","172900","12016550","3930","273103","2","70",SEGUNDO,BELGRANO,"13"
Juramento 4242 3 307 0,"71","279000","19390500","3930","273106","3","70",SEGUNDO,VILLA URQUIZA,"12"
Torre Bellini Esmeralda Ultimo Piso 0,"173","679900","47253050","3930","273139","3","70",SEGUNDO,RETIRO,"1"
Cabrera al 2900 0,"43","169000","11745500","3930","273151","2","70",SEGUNDO,RECOLETA,"2"
Conde 2300 0,"101","397000","27591500","3931","273183","3","70",SEGUNDO,BELGRANO,"13"
Vuelta de Obligado 1700 0,"318","1250000","86875000","3931","273192","5","70",SEGUNDO,BELGRANO,"13"
Pringles 1210,"68","267300","18577350","3931","273196","3","70",SEGUNDO,VILLA CRESPO,"15"
Cap. Gral. Ram??n Freire 2627,"58","228000","15846000","3931","273207","2","70",SEGUNDO,COGHLAN,"12"
Libertad 964,"145","570000","39615000","3931","273207","4","70",SEGUNDO,RETIRO,"1"
MONROE 3600,"40","157259","10929500","3932","273238","2","70",SEGUNDO,COGHLAN,"12"
Guatemala 4300,"88","346000","24047000","3932","273261","3","70",SEGUNDO,PALERMO,"14"
DORREGO 2000 0,"89","350000","24325000","3933","273315","2","70",SEGUNDO,COLEGIALES,"13"
Jun?¡n 1100,"46","179300","12461350","3933","273335","1","70",SEGUNDO,RECOLETA,"2"
Cabrera 4100,"28","110123","7653548","3933","273341","2","70",SEGUNDO,PALERMO,"14"
Las Heras Gral. Av. 1700,"169","664731","46198804","3933","273366","1","70",SEGUNDO,RECOLETA,"2"
3 de Febrero 2200 0,"75","295000","20502500","3933","273367","3","70",SEGUNDO,BELGRANO,"13"
Av Cramer 3000 0,"75","295000","20502500","3933","273367","3","70",SEGUNDO,NU?æEZ,"13"
Av Niceto Vega 5662,"75","295000","20502500","3933","273367","3","70",SEGUNDO,PALERMO,"14"
Balbin 3695 0,"45","177000","12301500","3933","273367","2","70",SEGUNDO,SAAVEDRA,"12"
LERMA 100,"30","118000","8201000","3933","273367","2","70",SEGUNDO,VILLA CRESPO,"15"
Olleros 1800,"30","118000","8201000","3933","273367","1","70",SEGUNDO,PALERMO,"14"
Garcia Lorca 200,"59","232103","16131158","3934","273409","2","70",SEGUNDO,CABALLITO,"6"
11 de Septiembre 1700,"92","360000","25020000","3934","273443","4","70",SEGUNDO,BELGRANO,"13"
Jose Hernandez 2200,"61","240000","16680000","3934","273443","2","70",SEGUNDO,BELGRANO,"13"
La pampa al 1800 0,"122","480000","33360000","3934","273443","3","70",SEGUNDO,BELGRANO,"13"
O??higgins 2800,"61","240000","16680000","3934","273443","2","70",SEGUNDO,NU?æEZ,"13"
Republica arabe siria 3144,"122","480000","33360000","3934","273443","4","70",SEGUNDO,PALERMO,"14"
Monroe 2800,"38","151500","10529250","3935","273487","1","70",SEGUNDO,BELGRANO,"13"
Blanco Encalada 3030 302 0,"31","122000","8479000","3936","273516","1","70",SEGUNDO,BELGRANO,"13"
Viel al 300 0,"62","244000","16958000","3936","273516","2","70",SEGUNDO,CABALLITO,"6"
Av. Corrientes 3841 0,"65","255895","17784702","3937","273611","3","70",SEGUNDO,ALMAGRO,"5"
Corrientes 3800 0,"65","255895","17784702","3937","273611","3","70",SEGUNDO,ALMAGRO,"5"
Monroe 2800,"37","146850","10206075","3937","273621","1","70",SEGUNDO,BELGRANO,"13"
Palpa 2460,"50","196850","13681075","3937","273622","2","70",SEGUNDO,COLEGIALES,"13"
Avenida Leopoldo Marechal 800 0,"32","125991","8756344","3937","273636","1","70",SEGUNDO,CABALLITO,"6"
Arenales 2600,"46","181118","12587701","3937","273646","2","70",SEGUNDO,RECOLETA,"2"
Av.Congreso al 2500 0,"48","189000","13135500","3938","273656","2","70",SEGUNDO,NU?æEZ,"13"
Cabildo y Jaramillo unidad 13 13 0,"43","169321","11767810","3938","273670","2","70",SEGUNDO,SAAVEDRA,"12"
"VALLESE, FELIPE 2000","119","468600","32567700","3938","273678","4","70",SEGUNDO,FLORES NORTE,"7"
Monta??eses 1862 6 B 0,"66","259900","18063050","3938","273683","3","70",SEGUNDO,BELGRANO,"13"
Ugarteche y Cervi??o 0,"226","890000","61855000","3938","273695","5","70",SEGUNDO,PALERMO,"14"
Maure al 1600 0,"65","256000","17792000","3938","273723","2","70",SEGUNDO,BELGRANO,"13"
Guatemala 4300 0,"49","193000","13413500","3939","273745","2","70",SEGUNDO,PALERMO,"14"
ARCOS 1500,"96","378135","26280382","3939","273754","3","70",SEGUNDO,BELGRANO,"13"
Av. D?¡az V?®lez 5501,"103","405741","28199000","3939","273777","4","70",SEGUNDO,CABALLITO,"6"
DIRECTORIO AV. 400,"84","330900","22997550","3939","273780","3","70",SEGUNDO,FLORESTA,"10"
ANCHORENA THOMAS DR. 1500,"33","130000","9035000","3939","273788","2","70",SEGUNDO,RECOLETA,"2"
Av Corrientes 6300,"33","130000","9035000","3939","273788","2","70",SEGUNDO,CHACARITA,"15"
Av Del Libertador 4700,"198","780000","54210000","3939","273788","4","70",SEGUNDO,PALERMO,"14"
Cabrera al 3200 0,"33","130000","9035000","3939","273788","2","70",SEGUNDO,RECOLETA,"2"
CIUDAD DE LA PAZ   9 PISO  E 0,"99","390000","27105000","3939","273788","4","70",SEGUNDO,BELGRANO,"13"
Coronel Diaz al 2500 0,"33","130000","9035000","3939","273788","1","70",SEGUNDO,PALERMO,"14"
CUBA 2700,"33","130000","9035000","3939","273788","2","70",SEGUNDO,NU?æEZ,"13"
